Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
30488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.3671875,5276.66015625,18010.0,,,
30489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18011.0,,
30509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.609375,5275.48828125,18004.0,18007.0,,
30529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.90234375,5274.0234375,18005.0,18002.0,,
30549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.8515625,5273.73046875,17998.0,18001.0,,
30569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273.4375,,18000.0,,
30589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.38671875,5271.6796875,17993.0,17994.0,,
30609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.80078125,,17991.0,,
30629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.921875,5269.921875,17988.0,17988.0,,
30650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.04296875,,17985.0,,,
30670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.45703125,5267.87109375,17983.0,17981.0,,
30690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.1640625,,17982.0,,,
30710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.578125,5266.69921875,17980.0,17977.0,,
30730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.11328125,5267.578125,17975.0,17980.0,,
30750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.40625,5265.8203125,17976.0,17974.0,,
30770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5265.8203125,5266.11328125,17974.0,17975.0,,
30791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.35546875,,17969.0,,
30813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.76953125,5265.52734375,17967.0,17973.0,,
30831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.35546875,5263.4765625,17969.0,17966.0,,
30851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262.890625,,17964.0,,,
30871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.18359375,5261.71875,17965.0,17960.0,,
30891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.546875,5262.59765625,17956.0,17963.0,,
30911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261.71875,5260.546875,17960.0,17956.0,,
30932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.25390625,5260.83984375,17955.0,17957.0,,
30953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.546875,5258.7890625,17956.0,17950.0,,
30972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.6171875,5259.66796875,17946.0,17953.0,,
30992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259.375,5258.203125,17952.0,17948.0,,
31012,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5257.32421875,,17945.0,,,
31032,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5258.49609375,5256.4453125,17949.0,17942.0,,
31053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.859375,5257.91015625,17940.0,17947.0,,
31073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.6171875,5256.4453125,17946.0,17942.0,,
31095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.2734375,,,,,
31096,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,,5256.15234375,17938.0,17941.0,,
31113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256.73828125,5254.6875,17943.0,17936.0,,
31133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253.515625,5255.859375,17932.0,17940.0,,
31153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.2734375,5254.39453125,17938.0,17935.0,,
31173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253.515625,,,,,
31174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.6875,17932.0,17936.0,,
31193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.98046875,5252.9296875,17937.0,17930.0,,
31214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.05078125,5254.39453125,17927.0,17935.0,,
31234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253.80859375,5252.63671875,17933.0,17929.0,,
31435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.05078125,,,,,
31436,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5251.46484375,5249.4140625,17925.0,17918.0,,
31455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.53515625,5250.5859375,17915.0,17922.0,,
31475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.87890625,5249.70703125,,,,
31476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17923.0,17919.0,,
31495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.4140625,,,,,
31496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.29296875,17918.0,17921.0,,
31516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.87890625,5248.828125,17923.0,17916.0,,
31536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.2421875,5250.5859375,17914.0,17922.0,,
31556,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5250.29296875,5249.12109375,17921.0,17917.0,,
31576,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5248.53515625,5249.4140625,17915.0,17918.0,,
31596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.70703125,5247.94921875,17919.0,17913.0,,
31616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,5249.12109375,17910.0,17917.0,,
31637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.828125,5247.65625,17916.0,17912.0,,
31657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5247.94921875,17909.0,17913.0,,
31676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,5246.19140625,17913.0,17907.0,,
31696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5247.65625,17904.0,17912.0,,
31716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5246.19140625,17909.0,17907.0,,
31736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.01953125,5245.8984375,17903.0,17906.0,,
31756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.19140625,5244.140625,17907.0,17900.0,,
31776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.26171875,5245.60546875,,,,
31777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17897.0,17905.0,,
31797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.01953125,5243.84765625,17903.0,17899.0,,
31817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.26171875,,17897.0,,,
31837,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5243.84765625,5242.08984375,17899.0,17893.0,,
31857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.50390625,5244.140625,17891.0,17900.0,,
31877,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5242.96875,5241.50390625,17896.0,17891.0,,
31897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.16015625,5240.0390625,17883.0,17886.0,,
31917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.23046875,5234.765625,,,,
31918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17873.0,17868.0,,
32116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.87109375,5194.62890625,17725.0,17731.0,,
32117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168.26171875,5168.5546875,17641.0,17642.0,,
32119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161.81640625,5162.6953125,17619.0,17622.0,,
32187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158.0078125,5156.8359375,17606.0,17602.0,,
32188,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5147.75390625,5147.75390625,17571.0,17571.0,,
32199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143.06640625,5142.48046875,17555.0,17553.0,,
32219,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5138.96484375,5138.671875,17541.0,17540.0,,
32240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134.86328125,5135.7421875,17527.0,17530.0,,
32259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5131.0546875,,,,,
32260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.76171875,17514.0,17513.0,,
32280,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5127.24609375,5126.66015625,17501.0,17499.0,,
32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.8515625,5124.31640625,17486.0,17491.0,,
32320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119.921875,5119.921875,17476.0,17476.0,,
32340,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5116.69921875,5115.52734375,17465.0,17461.0,,
32361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113.18359375,5113.76953125,17453.0,17455.0,,
32380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110.546875,,,,,
32381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111.42578125,17444.0,17447.0,,
32401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5107.91015625,5107.32421875,17435.0,17433.0,,
32421,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5105.2734375,5105.2734375,17426.0,17426.0,,
32441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102.63671875,5104.1015625,17417.0,17422.0,,
32461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.87890625,5100.29296875,17411.0,17409.0,,
32481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098.828125,,,,,
32482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.94921875,17404.0,17401.0,,
32501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.484375,,,,,
32502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.65625,17396.0,17400.0,,
32522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.01953125,5095.3125,17391.0,17392.0,,
32542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5094.140625,5092.67578125,17388.0,17383.0,,
32562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5092.3828125,5092.96875,17382.0,17384.0,,
32582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.91796875,5091.796875,17377.0,17380.0,,
32602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.625,5089.453125,17376.0,17372.0,,
32622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.8671875,5088.8671875,17370.0,17370.0,,
32642,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5087.109375,5088.57421875,17364.0,17369.0,,
32662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084.765625,,,,,
32663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084.47265625,17356.0,17355.0,,
32683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.30078125,5084.1796875,17351.0,17354.0,,
32703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.421875,5082.71484375,17348.0,17349.0,,
32723,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5081.25,5080.37109375,17344.0,17341.0,,
32743,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5080.078125,5080.6640625,17340.0,17342.0,,
32763,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,5079.4921875,5080.078125,17338.0,17340.0,,
32783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.734375,,17332.0,,
32804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.02734375,5078.3203125,17333.0,17334.0,,
32824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.44140625,5078.61328125,17331.0,17335.0,,
32844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.02734375,5076.26953125,17333.0,17327.0,,
32864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.85546875,5076.85546875,17329.0,17329.0,,
32884,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,5076.5625,5077.734375,17328.0,17332.0,,
32904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.85546875,5076.5625,17329.0,17328.0,,
32929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.26953125,,,,,
32931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.68359375,17327.0,17325.0,,
32944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.9765625,,,,,
32945,,,,,,,,,,,,,,,,,,,,,,,-1.0399999618530273,,,,,,,,,,,,5076.5625,17326.0,17328.0,,
32965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.26953125,,17327.0,,
32985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.68359375,5074.8046875,17325.0,17322.0,,
33005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.390625,5075.9765625,17324.0,17326.0,,
33025,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,,5076.26953125,,17327.0,,
33045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.5625,5075.09765625,17328.0,17323.0,,
33066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.68359375,5075.9765625,17325.0,17326.0,,
33085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.85546875,,17329.0,,
33106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.1484375,5075.390625,17330.0,17324.0,,
33126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.5625,5076.5625,17328.0,17328.0,,
33146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.26953125,5077.44140625,17327.0,17331.0,,
33168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.44140625,5076.85546875,17331.0,17329.0,,
33206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077.734375,5078.02734375,17332.0,17333.0,,
33227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.02734375,,17333.0,,,
33247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.61328125,5077.734375,17335.0,17332.0,,
33267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.3203125,5078.90625,17334.0,17336.0,,
33287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.61328125,,,,,
33288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079.4921875,17335.0,17338.0,,
33307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079.78515625,5078.3203125,17339.0,17334.0,,
33327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079.4921875,5080.078125,17338.0,17340.0,,
33347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,,17342.0,,
33368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,5079.4921875,17342.0,17338.0,,
33388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.37109375,,17341.0,,
33408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.078125,5081.54296875,17340.0,17345.0,,
33428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,5080.37109375,17342.0,17341.0,,
33447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.37109375,5079.4921875,17341.0,17338.0,,
33467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,5080.95703125,17342.0,17343.0,,
33487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.078125,5080.37109375,17340.0,17341.0,,
33508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.37109375,5079.19921875,17341.0,17337.0,,
33528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.078125,5080.078125,17340.0,17340.0,,
33790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5079.4921875,5080.6640625,17338.0,17342.0,,
33791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070.99609375,5071.875,17309.0,17312.0,,
33810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069.23828125,5069.82421875,17303.0,17305.0,,
33830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068.06640625,5066.30859375,17299.0,17293.0,,
33850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5065.13671875,5065.72265625,17289.0,17291.0,,
33871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5063.0859375,5064.2578125,17282.0,17286.0,,
33890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.20703125,5060.44921875,17279.0,17273.0,,
33910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5059.86328125,5060.15625,,,,
33911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17271.0,17272.0,,
33930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058.3984375,5059.27734375,17266.0,,,
33931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17269.0,,
33951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057.51953125,5056.93359375,17263.0,17261.0,,
33971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056.0546875,5056.0546875,17258.0,17258.0,,
33991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054.58984375,5054.8828125,17253.0,17254.0,,
34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5052.5390625,5052.83203125,17246.0,17247.0,,
34031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049.609375,5049.90234375,17236.0,17237.0,,
34051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047.8515625,5047.8515625,17230.0,17230.0,,
34072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5044.921875,5045.5078125,17220.0,17222.0,,
34092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5043.45703125,5042.87109375,17215.0,17213.0,,
34112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042.578125,5042.578125,17212.0,17212.0,,
34333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041.9921875,5042.87109375,17210.0,17213.0,,
34334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330.078125,4336.5234375,14780.0,14802.0,,
34357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196.484375,4201.7578125,14324.0,14342.0,,
34402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202.34375,4200.5859375,14344.0,14338.0,,
34414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.4296875,4239.84375,14474.0,14472.0,,
34434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280.56640625,4277.9296875,14611.0,14602.0,,
34454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4318.06640625,4315.4296875,14739.0,14730.0,,
34474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.56640625,4351.7578125,14867.0,14854.0,,
34494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4389.55078125,4387.79296875,14983.0,14977.0,,
34514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4422.36328125,4419.7265625,15095.0,15086.0,,
34535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452.83203125,4452.24609375,15199.0,15197.0,,
34555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482.421875,4480.37109375,15300.0,15293.0,,
34575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4510.25390625,4509.9609375,15395.0,15394.0,,
34595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4537.79296875,4535.15625,15489.0,15480.0,,
34615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563.8671875,4563.57421875,15578.0,15577.0,,
34635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4589.94140625,4588.18359375,15667.0,15661.0,,
34656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613.96484375,4615.13671875,15749.0,15753.0,,
34675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4638.57421875,,,,,
34676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4637.98828125,15833.0,15831.0,,
34696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661.42578125,4662.3046875,15911.0,15914.0,,
34716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684.5703125,4683.3984375,15990.0,15986.0,,
34736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4705.95703125,4704.4921875,16063.0,16058.0,,
34756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4727.34375,4725.0,16136.0,16128.0,,
34776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747.8515625,4746.38671875,16206.0,16201.0,,
34796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4769.82421875,4768.9453125,16281.0,16278.0,,
34817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792.67578125,4790.91796875,16359.0,16353.0,,
34837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815.8203125,4814.6484375,16438.0,16434.0,,
34857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.37890625,4838.0859375,16515.0,16514.0,,
35110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904.00390625,4880.859375,16669.0,16660.0,,
35111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061.328125,5061.03515625,17276.0,17275.0,,
35119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.68359375,5075.68359375,17325.0,17325.0,,
35139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.625,5088.28125,17376.0,17368.0,,
35159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103.515625,5103.22265625,17420.0,17419.0,,
35179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116.9921875,5116.9921875,17466.0,17466.0,,
35198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.17578125,5128.7109375,17511.0,17506.0,,
35219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142.1875,5140.4296875,17552.0,17546.0,,
35238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152.1484375,5153.90625,17586.0,17592.0,,
35259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164.453125,5162.98828125,17628.0,17623.0,,
35279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5174.70703125,5173.2421875,17663.0,17658.0,,
35299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.375,5183.7890625,17696.0,17694.0,,
35319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5194.04296875,5194.62890625,17729.0,17731.0,,
35339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5204.00390625,5202.83203125,17763.0,17759.0,,
35359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.671875,5211.9140625,17796.0,17790.0,,
35379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.99609375,5222.16796875,,,,
35380,,,,,,,,,,,,,,,,,,,,,,,-1.059999942779541,,,,,,,,,,,,,17821.0,17825.0,,
35399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.37109375,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,,-1.0499999523162842,,,,,,,,,,,,5229.78515625,17853.0,17851.0,,
35420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237.6953125,5237.40234375,17878.0,17877.0,,
