Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
19740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434.5703125,,18550.0,,
19760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.69140625,5433.69140625,18547.0,18547.0,,
19780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.51953125,5432.51953125,18543.0,18543.0,,
19800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431.640625,5431.0546875,18540.0,18538.0,,
19820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430.46875,,18536.0,,,
19840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5429.58984375,5429.58984375,18533.0,18533.0,,
19860,,,,,,,,,,,,,,,,,,,,,,,-0.9900000095367432,,,,,,,,,,,5428.125,5428.125,18528.0,18528.0,,
19880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5426.66015625,5427.5390625,18523.0,,,
19881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18526.0,,
19901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5426.3671875,5426.07421875,18522.0,18521.0,,
19920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424.31640625,5424.31640625,18515.0,18515.0,,
19941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423.4375,5423.14453125,18512.0,18511.0,,
19961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422.265625,5422.265625,18508.0,18508.0,,
19981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.80078125,5421.38671875,18503.0,18505.0,,
20002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.21484375,5419.921875,18501.0,18500.0,,
20021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419.04296875,5419.04296875,18497.0,18497.0,,
20041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5417.87109375,5418.1640625,18493.0,18494.0,,
20061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416.69921875,5416.69921875,18489.0,18489.0,,
20082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5415.8203125,5416.40625,18486.0,18488.0,,
20102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414.6484375,5414.6484375,18482.0,18482.0,,
20122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5413.4765625,5413.18359375,18478.0,18477.0,,
20142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412.01171875,5412.3046875,18473.0,18474.0,,
20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410.83984375,5410.546875,18469.0,18468.0,,
20182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5409.375,5409.375,18464.0,18464.0,,
20203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5407.91015625,5407.91015625,18459.0,18459.0,,
20355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.94921875,5398.2421875,18425.0,18426.0,,
20364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.0703125,5397.36328125,18422.0,18423.0,,
20384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5395.60546875,5396.19140625,18417.0,18419.0,,
20404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.43359375,5395.01953125,18413.0,18415.0,,
20424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5393.26171875,5393.26171875,18409.0,18409.0,,
20444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392.08984375,5392.08984375,18405.0,18405.0,,
20464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.2109375,5390.91796875,18402.0,18401.0,,
20484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5389.74609375,5389.453125,18397.0,18396.0,,
20504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388.28125,5388.28125,18392.0,18392.0,,
20524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5387.40234375,5386.81640625,18389.0,18387.0,,
20544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385.9375,5385.9375,18384.0,18384.0,,
20564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384.47265625,5384.1796875,18379.0,18378.0,,
20584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382.71484375,5383.59375,18373.0,18376.0,,
20604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382.12890625,5382.421875,18371.0,18372.0,,
20625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5380.95703125,5380.95703125,18367.0,18367.0,,
20645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379.4921875,5379.78515625,18362.0,18363.0,,
20666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.90625,5378.61328125,18360.0,18359.0,,
20686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5377.44140625,5377.734375,18355.0,18356.0,,
20706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376.85546875,5376.85546875,18353.0,18353.0,,
20727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375.390625,5375.68359375,18348.0,18349.0,,
20746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374.8046875,5374.8046875,18346.0,18346.0,,
20767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5373.92578125,5373.046875,18343.0,18340.0,,
20787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371.875,5372.16796875,18336.0,18337.0,,
20807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5370.99609375,5370.703125,18333.0,18332.0,,
20827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369.23828125,5369.53125,18327.0,18328.0,,
20848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5368.359375,5368.359375,,,,
20849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18324.0,18324.0,,
20868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366.89453125,5366.6015625,18319.0,18318.0,,
20888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5365.4296875,5366.015625,18314.0,,,
20889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18316.0,,
20908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364.55078125,5363.96484375,18311.0,18309.0,,
20929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362.79296875,5363.0859375,18305.0,18306.0,,
20948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361.9140625,5361.62109375,18302.0,18301.0,,
20968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.15625,5361.03515625,18296.0,18299.0,,
20988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5359.27734375,5360.15625,18293.0,18296.0,,
21008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5358.984375,5358.69140625,18292.0,18291.0,,
21028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5357.51953125,5357.8125,18287.0,18288.0,,
21048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5357.2265625,5355.76171875,18286.0,18281.0,,
21068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355.17578125,,18279.0,,,
21089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354.58984375,5354.296875,18277.0,18276.0,,
21108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352.5390625,5352.83203125,18270.0,18271.0,,
21128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5351.953125,5351.953125,18268.0,18268.0,,
21149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.48828125,5350.48828125,18263.0,,,
21150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18263.0,,
21170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348.73046875,5349.31640625,18257.0,18259.0,,
21189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348.4375,,,,,
21190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347.265625,18256.0,18252.0,,
21210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345.80078125,5346.09375,18247.0,18248.0,,
21230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5344.921875,5344.04296875,18244.0,18241.0,,
21250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342.28515625,,,,,
21251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343.1640625,18235.0,18238.0,,
21270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341.40625,5342.28515625,18232.0,18235.0,,
21290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.94140625,5340.234375,18227.0,18228.0,,
21310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338.76953125,5339.0625,18223.0,18224.0,,
21330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338.18359375,5337.01171875,18221.0,18217.0,,
21350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335.83984375,,,,,
21351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.71875,18213.0,18216.0,,
21370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334.66796875,,18209.0,,
21392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333.49609375,,,,,
21393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333.7890625,18205.0,18206.0,,
21411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332.6171875,,18202.0,,
21431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331.15234375,5332.03125,18197.0,18200.0,,
21451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330.56640625,5331.4453125,18195.0,18198.0,,
21471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.39453125,5329.39453125,18191.0,18191.0,,
21491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.22265625,5328.515625,18187.0,18188.0,,
21511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327.05078125,5326.171875,18183.0,18180.0,,
21531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.70703125,5325.87890625,18175.0,18179.0,,
21551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5323.53515625,,18171.0,,
21571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.77734375,5322.36328125,18165.0,18167.0,,
21593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.3125,,18160.0,,
21611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5319.140625,,18156.0,,,
21632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.84765625,5317.96875,18155.0,18152.0,,
21652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317.67578125,,18151.0,,,
21672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317.3828125,5315.91796875,18150.0,18145.0,,
21692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316.2109375,,18146.0,,,
21712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315.0390625,5314.16015625,18142.0,18139.0,,
21733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315.33203125,,18143.0,,,
21753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.98828125,5313.28125,18135.0,18136.0,,
21773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.6953125,5310.9375,18134.0,18128.0,,
21793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309.765625,,18124.0,,,
21813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309.47265625,5308.88671875,18123.0,18121.0,,
21833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306.8359375,5307.421875,18114.0,18116.0,,
21854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306.54296875,5305.95703125,18113.0,18111.0,,
21874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.4921875,5305.37109375,18106.0,18109.0,,
21894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.90625,5304.78515625,18104.0,18107.0,,
21914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.02734375,5302.44140625,18101.0,18099.0,,
21934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5302.1484375,5302.1484375,18098.0,18098.0,,
21954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301.26953125,5300.68359375,18095.0,18093.0,,
21974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.51171875,5300.9765625,18089.0,18094.0,,
21994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.8046875,5298.6328125,18090.0,18086.0,,
22153,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,5293.359375,5294.53125,18068.0,18072.0,,
22155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.65234375,5293.359375,18069.0,18068.0,,
22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.6015625,5292.1875,18062.0,18064.0,,
22195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.015625,,18060.0,,
22216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.84375,5290.4296875,18056.0,18058.0,,
22236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.2578125,5290.72265625,18054.0,18059.0,,
22256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.671875,5288.37890625,18052.0,18051.0,,
22276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.0859375,,18050.0,,,
22296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.79296875,5286.62109375,18049.0,18045.0,,
22316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285.7421875,,,,,
22317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.5,18042.0,18048.0,,
22337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5286.328125,5285.15625,18044.0,18040.0,,
22356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284.5703125,,18038.0,,,
22377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284.86328125,5283.10546875,18039.0,18033.0,,
22396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.2265625,5284.27734375,18030.0,18037.0,,
22417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5283.3984375,5281.640625,18034.0,18028.0,,
22436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.0546875,,18026.0,,,
22456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.93359375,5279.8828125,18029.0,18022.0,,
22477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279.296875,5281.0546875,18020.0,18026.0,,
22497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280.17578125,5279.296875,18023.0,18020.0,,
22518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.83203125,5279.00390625,18015.0,18019.0,,
22537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279.00390625,5277.24609375,18019.0,18013.0,,
22557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.3671875,5278.125,18010.0,18016.0,,
22577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.24609375,5276.953125,18013.0,18012.0,,
22597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275.48828125,5276.07421875,18007.0,18009.0,,
22618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.3671875,5274.90234375,18010.0,18005.0,,
22637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.31640625,5275.1953125,18003.0,,,
22638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18006.0,,
22658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.609375,,18004.0,,
22679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273.14453125,5273.4375,17999.0,18000.0,,
22844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.55859375,5272.8515625,18001.0,17998.0,,
22845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.38671875,5270.5078125,17993.0,17990.0,,
22859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.21484375,5270.80078125,17989.0,17991.0,,
22879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.921875,5268.75,17988.0,17984.0,,
22899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.45703125,5270.21484375,17983.0,17989.0,,
22919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.75,5267.578125,17984.0,17980.0,,
22939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.9921875,5267.87109375,17978.0,17981.0,,
22959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.578125,5265.8203125,17980.0,17974.0,,
22980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5265.234375,5267.578125,17972.0,17980.0,,
23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5265.8203125,5264.6484375,17974.0,17970.0,,
23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261.42578125,5262.3046875,17959.0,17962.0,,
23040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.6171875,5256.15234375,17946.0,17941.0,,
23060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.828125,5251.46484375,,,,
23061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17916.0,17925.0,,
23080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.67578125,5241.50390625,17895.0,17891.0,,
23100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231.8359375,5233.0078125,17858.0,17862.0,,
23121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224.21875,5223.33984375,17832.0,17829.0,,
23141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5215.13671875,5217.48046875,17801.0,17809.0,,
23161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5209.27734375,5208.69140625,17781.0,17779.0,,
23181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201.3671875,5201.66015625,17754.0,17755.0,,
23201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5195.21484375,5194.921875,17733.0,17732.0,,
23221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188.76953125,5189.94140625,17711.0,17715.0,,
23241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5183.203125,5182.6171875,17692.0,17690.0,,
23261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177.9296875,5176.46484375,17674.0,17669.0,,
23282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171.19140625,5172.65625,17651.0,17656.0,,
23377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167.08984375,5167.08984375,17637.0,,,
23378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151.5625,5154.19921875,17584.0,17593.0,,
23382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145.41015625,5144.23828125,,,,
23383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17575.0,17573.0,,
23403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141.015625,5141.6015625,17548.0,17550.0,,
23423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5138.0859375,5138.96484375,17538.0,17541.0,,
23443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135.15625,5134.86328125,17528.0,17527.0,,
23463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132.2265625,5131.640625,17518.0,17516.0,,
23484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128.41796875,,,,,
23485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.46875,17505.0,17512.0,,
23505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5126.3671875,5126.3671875,17498.0,17498.0,,
23524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124.0234375,5122.55859375,17490.0,17485.0,,
23544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.21484375,5121.09375,17477.0,17480.0,,
23564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117.87109375,5118.75,17469.0,17472.0,,
23584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5115.52734375,5114.94140625,17461.0,17459.0,,
23605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113.18359375,5112.890625,17453.0,17452.0,,
23625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110.25390625,5112.01171875,17443.0,17449.0,,
23645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109.08203125,5108.49609375,17439.0,17437.0,,
23665,,,,,,,,,,,,,,,,,,,,,,,-1.0099999904632568,,,,,,,,,,,5107.03125,5106.15234375,17432.0,17429.0,,
23685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104.39453125,5105.56640625,17423.0,17427.0,,
23705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103.22265625,5103.515625,17419.0,17420.0,,
23724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102.34375,,,,,
23725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.87890625,17416.0,17411.0,,
23747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.29296875,,,,,
23748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.5859375,17409.0,17410.0,,
23765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099.12109375,5100.0,17405.0,17408.0,,
23785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098.53515625,5097.36328125,17403.0,17399.0,,
23805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.0703125,5096.77734375,17398.0,17397.0,,
23825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.3125,,17392.0,,,
23846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095.01953125,5094.7265625,17391.0,17390.0,,
23868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093.84765625,5092.96875,17387.0,17384.0,,
23887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5092.67578125,5093.84765625,17383.0,17387.0,,
23907,,,,,,,,,,,,,,,,,,,,,,,-1.0199999809265137,,,,,,,,,,,5091.796875,5092.08984375,17380.0,17381.0,,
23927,,,,,,,,,,,,,,,,,,,,,,,-1.0099999904632568,,,,,,,,,,,5091.2109375,5090.0390625,17378.0,17374.0,,
23947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089.453125,5090.33203125,17372.0,17375.0,,
23966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.8671875,,,,,
23967,,,,,,,,,,,,,,,,,,,,,,,-1.0199999809265137,,,,,,,,,,,,5089.74609375,17370.0,17373.0,,
23987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.57421875,5086.81640625,17369.0,17363.0,,
24007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.109375,5087.109375,17364.0,17364.0,,
24027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5086.23046875,,17361.0,,,
24047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085.3515625,,17358.0,,
24067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085.05859375,5084.765625,17357.0,17356.0,,
24087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084.47265625,5085.3515625,17355.0,17358.0,,
24108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084.47265625,,17355.0,,
24127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.88671875,,,,,
24128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.30078125,17353.0,17351.0,,
24148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.59375,5084.1796875,17352.0,17354.0,,
24168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.88671875,,17353.0,,
24188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.421875,,17348.0,,
24208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.71484375,5083.30078125,17349.0,17351.0,,
24228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.88671875,,17353.0,,
